dic_mot;dic_norm;dic_morpho
laisser-aller;laisser_aller;NOM
laisser-faire;laisser_faire;NOM
laissez-faire;laissez_faire;NOM
laissez-passer;laissez_passer;NOM
laissé-pour-compte;laissé_pour_compte;NOM
laissés-pour-compte;laissés_pour_compte;NOM
lampe-phare;lampe_phare;NOM
lampe-tempête;lampe_tempête;NOM
lampes-tempête;lampe_tempête;NOM
lance-engins;lance_engins;NOM
lance-flamme;lance_flamme;NOM
lance-flammes;lance_flammes;NOM
lance-fusée;lance_fusée;NOM
lance-fusées;lance_fusées;NOM
lance-grenade;lance_grenade;NOM
lance-grenades;lance_grenades;NOM
lance-missiles;lance_missiles;NOM
lance-pierre;lance_pierre;NOM
lance-pierres;lance_pierres;NOM
lance-roquette;lance_roquette;NOM
lance-roquettes;lance_roquettes;NOM
lance-torpille;lance_torpille;NOM
lance-torpilles;lance_torpilles;NOM
lanterne-tempête;lanterne_tempête;NOM
lapis-lazuli;lapis_lazuli;NOM
latino-américain;latino_américain;NOM
latino-américaine;latino_américain;NOM
latino-américains;latino_américain;NOM
laurier-cerise;laurier_cerise;NOM
laurier-rose;laurier_rose;NOM
lauriers-cerises;laurier_cerise;NOM
lauriers-roses;laurier_rose;NOM
lave-auto;lave_auto;NOM
lave-glace;lave_glace;NOM
lave-linge;lave_linge;NOM
lave-mains;lave_mains;NOM
lave-pont;lave_pont;NOM
lave-ponts;lave_pont;NOM
lave-vaisselle;lave_vaisselle;NOM
lettre-clé;lettre_clé;NOM
librairie-papeterie;librairie_papeterie;NOM
libre-arbitre;libre_arbitre;NOM
libre-penseur;libre_penseur;NOM
libre-penseuse;libre_penseur;NOM
libre-service;libre_service;NOM
libre-échange;libre_échange;NOM
libre-échangiste;libre_échangiste;NOM
lie-de-vin;lie_de_vin;ADJ
lieu-dit;lieu_dit;NOM
lieutenant-colonel;lieutenant_colonel;NOM
lieutenant-pilote;lieutenant_pilote;NOM
lieutenants-colonels;lieutenant_colonel;NOM
lieux-dits;lieux_dits;NOM
lit-bateau;lit_bateau;NOM
lit-cage;lit_cage;NOM
lit-divan;lit_divan;NOM
lits-cages;lit_cage;NOM
living-room;living_room;NOM
livre-cassette;livre_cassette;NOM
livres-club;livres_club;NOM
lock-out;lock_out;NOM
lock-outés;lock_outer;VER
long-courrier;long_courrier;NOM
long-courriers;long_courrier;NOM
long-métrage;long_métrage;NOM
longue-vue;longue_vue;NOM
longues-vues;longue_vue;NOM
lord-maire;lord_maire;NOM
louis-philippard;louis_philippard;ADJ
louis-philipparde;louis_philippard;ADJ
louis-philippards;louis_philippard;ADJ
louise-bonne;louise_bonne;NOM
loup-cervier;loup_cervier;NOM
loup-garou;loup_garou;NOM
loups-cerviers;loup_cervier;NOM
loups-garous;loup_garou;NOM
lui-même;lui_même;PRO:per
là-bas;là_bas;ADV
là-dedans;là_dedans;ADV
là-dehors;là_dehors;ADV
là-derrière;là_derrière;ADV
là-dessous;là_dessous;ADV
là-dessus;là_dessus;ADV
là-devant;là_devant;ADV
là-haut;là_haut;ADV
lèche-botte;lèche_botte;NOM
lèche-bottes;lèche_bottes;NOM
lèche-cul;lèche_cul;NOM
lèche-vitrine;lèche_vitrine;NOM
lèche-vitrines;lèche_vitrines;NOM
lèse-majesté;lèse_majesté;NOM
m'as-tu-vu;m_as_tu_vu;ADJ
ma-jong;ma_jong;NOM
machine-outil;machine_outil;NOM
machines-outils;machine_outil;NOM
made in;made_in;ADV
madre de dios;madre_de_dios;NOM
mah-jong;mah_jong;NOM
mail-coach;mail_coach;NOM
main-courante;main_courante;NOM
main-d'oeuvre;main_d_oeuvre;NOM
main-forte;main_forte;NOM
maison-mère;maison_mère;NOM
major-général;major_général;NOM
mal-aimé;mal_aimé;NOM
mal-aimée;mal_aimé;NOM
mal-aimés;mal_aimé;NOM
mal-baisé;mal_baisé;NOM
mal-baisée;mal_baisé;NOM
mal-pensante;mal_pensant;ADJ
mal-pensants;mal_pensant;NOM
mal-être;mal_être;NOM
mam'selle;mam_selle;NOM
mam'zelle;mam_zelle;NOM
mandat-carte;mandat_carte;NOM
mandat-lettre;mandat_lettre;NOM
mandat-poste;mandat_poste;NOM
mange-disque;mange_disque;NOM
mange-disques;mange_disque;NOM
mange-tout;mange_tout;NOM
maniaco-dépressif;maniaco_dépressif;ADJ
maniaco-dépressifs;maniaco_dépressif;ADJ
maniaco-dépressive;maniaco_dépressif;ADJ
manu militari;manu_militari;ADV
marie-couche-toi-là;marie_couche_toi_là;NOM
marie-jeanne;marie_jeanne;NOM
marie-louise;marie_louise;NOM
marie-salope;marie_salope;NOM
marin-pêcheur;marin_pêcheur;NOM
marque-page;marque_page;NOM
marque-pages;marque_page;NOM
marteau-pilon;marteau_pilon;NOM
marteau-piqueur;marteau_piqueur;NOM
marteaux-pilons;marteau_pilon;NOM
martin-pêcheur;martin_pêcheur;NOM
martins-pêcheurs;martin_pêcheur;NOM
marxisme-léninisme;marxisme_léninisme;NOM
marxiste-léniniste;marxiste_léniniste;ADJ
marxistes-léninistes;marxiste_léniniste;ADJ
maréchal-ferrant;maréchal_ferrant;NOM
maréchaux-ferrants;maréchaux_ferrants;NOM
masque-espion;masque_espion;NOM
mass media;mass_media;NOM
mat';mat;NOM
mater dolorosa;mater_dolorosa;NOM
maxillo-facial;maxillo_facial;ADJ
maître queux;maître_queux;NOM
maître-assistant;maître_assistant;NOM
maître-autel;maître_autel;NOM
maître-chanteur;maître_chanteur;NOM
maître-chien;maître_chien;NOM
maître-coq;maître_coq;NOM
maître-nageur;maître_nageur;NOM
maître-à-danser;maître_à_danser;NOM
mea culpa;mea_culpa;NOM
mea-culpa;mea_culpa;NOM
medicine-ball;medicine_ball;NOM
melting pot;melting_pot;NOM
melting-pot;melting_pot;NOM
mer-air;mer_air;ADJ
messieurs-dames;messieurs_dames;NOM
mets-la-toi;mets_la_toi;NOM
meurtre-suicide;meurtre_suicide;NOM
mezza voce;mezza_voce;ADV
mezza-voce;mezza_voce;ADV
mezzo-soprano;mezzo_soprano;NOM
mi-accablé;mi_accablé;ADJ
mi-africains;mi_africains;NOM
mi-airain;mi_airain;NOM
mi-allemand;mi_allemand;NOM
mi-allongé;mi_allongé;ADJ
mi-américaine;mi_américaine;NOM
mi-ange;mi_ange;NOM
mi-angevins;mi_angevins;NOM
mi-animal;mi_animal;ADJ
mi-animaux;mi_animaux;ADJ
mi-août;mi_août;NOM
mi-appointées;mi_appointé;ADJ
mi-appréhension;mi_appréhension;NOM
mi-arabe;mi_arabe;ADJ
mi-artisan;mi_artisan;NOM
mi-automne;mi_automne;NOM
mi-bandit;mi_bandit;NOM
mi-bas;mi_bas;NOM
mi-biblique;mi_biblique;ADJ
mi-black;mi_black;ADJ
mi-blanc;mi_blanc;NOM
mi-blancs;mi_blancs;NOM
mi-bleu;mi_bleu;ADJ
mi-bois;mi_bois;NOM
mi-bordel;mi_bordel;NOM
mi-bourgeois;mi_bourgeois;ADJ
mi-bovins;mi_bovins;NOM
mi-braconniers;mi_braconnier;NOM
mi-bras;mi_bras;NOM
mi-britannique;mi_britannique;ADJ
mi-building;mi_building;NOM
mi-bureaucrates;mi_bureaucrate;ADJ
mi-bête;mi_bête;ADJ
mi-café;mi_café;ADJ
mi-café;mi_café;NOM
mi-campagnarde;mi_campagnarde;NOM
mi-canard;mi_canard;NOM
mi-capacité;mi_capacité;NOM
mi-carrière;mi_carrier;NOM
mi-carême;mi_carême;NOM
mi-chair;mi_chair;ADJ
mi-chat;mi_chat;NOM
mi-chatte;mi_chatte;NOM
mi-chauve;mi_chauve;ADJ
mi-chemin;mi_chemin;NOM
mi-chou;mi_chou;NOM
mi-chourineur;mi_chourineur;NOM
mi-châtaigniers;mi_châtaignier;NOM
mi-chèvre;mi_chèvre;NOM
mi-chênes;mi_chêne;NOM
mi-clair;mi_clair;ADJ
mi-clos;mi_clos;ADJ
mi-close;mi_clos;ADJ
mi-closes;mi_clos;ADJ
mi-cloître;mi_cloître;NOM
mi-comique;mi_comique;ADJ
mi-complices;mi_complice;ADJ
mi-compote;mi_compote;NOM
mi-confit;mi_confit;NOM
mi-confondus;mi_confondu;ADJ
mi-connue;mi_connu;ADJ
mi-consterné;mi_consterné;ADJ
mi-contrariés;mi_contrarié;ADJ
mi-corbeaux;mi_corbeaux;NOM
mi-corps;mi_corps;NOM
mi-course;mi_course;NOM
mi-courtois;mi_courtois;ADJ
mi-cousine;mi_cousin;NOM
mi-cousins;mi_cousin;NOM
mi-coutume;mi_coutume;NOM
mi-crabe;mi_crabe;NOM
mi-croyant;mi_croyant;NOM
mi-cruel;mi_cruel;ADJ
mi-créature;mi_créature;NOM
mi-cuisse;mi_cuisse;NOM
mi-cuisses;mi_cuisse;NOM
mi-curieux;mi_curieux;ADJ
mi-céleste;mi_céleste;ADJ
mi-cérémonieux;mi_cérémonieux;ADJ
mi-côte;mi_côte;NOM
mi-dentelle;mi_dentelle;NOM
mi-didactique;mi_didactique;ADJ
mi-distance;mi_distance;NOM
mi-douce;mi_douce;ADJ
mi-décadents;mi_décadents;NOM
mi-décembre;mi_décembre;NOM
mi-démon;mi_démon;NOM
mi-désir;mi_désir;NOM
mi-effrayée;mi_effrayé;ADJ
mi-effrayés;mi_effrayé;ADJ
mi-effrontée;mi_effrontée;NOM
mi-enfant;mi_enfant;NOM
mi-enjouée;mi_enjoué;ADJ
mi-enterré;mi_enterré;ADJ
mi-envieux;mi_envieux;ADJ
mi-espagnol;mi_espagnol;NOM
mi-européen;mi_européen;NOM
mi-excitation;mi_excitation;NOM
mi-farceur;mi_farceur;NOM
mi-faux;mi_faux;ADJ
mi-femme;mi_femme;NOM
mi-fermiers;mi_fermiers;NOM
mi-fiel;mi_fiel;NOM
mi-figue;mi_figue;NOM
mi-flanc;mi_flanc;NOM
mi-fleuve;mi_fleuve;NOM
mi-français;mi_français;NOM
mi-furieux;mi_furieux;ADJ
mi-février;mi_février;NOM
mi-garçon;mi_garçon;NOM
mi-geste;mi_geste;NOM
mi-gigolpince;mi_gigolpince;NOM
mi-gnon;mi_gnon;NOM
mi-goguenarde;mi_goguenard;ADJ
mi-gonzesse;mi_gonzesse;NOM
mi-goélands;mi_goéland;NOM
mi-graves;mi_grave;ADJ
mi-grenier;mi_grenier;NOM
mi-grognon;mi_grognon;NOM
mi-grondeur;mi_grondeur;ADJ
mi-grossières;mi_grossier;ADJ
mi-haute;mi_haute;ADJ
mi-hauteur;mi_hauteur;NOM
mi-historiques;mi_historique;ADJ
mi-homme;mi_homme;NOM
mi-humain;mi_humain;NOM
mi-humaine;mi_humaine;NOM
mi-humains;mi_humains;NOM
mi-hésitant;mi_hésitant;ADJ
mi-idiotes;mi_idiotes;NOM
mi-images;mi_image;NOM
mi-indien;mi_indien;NOM
mi-indifférente;mi_indifférente;NOM
mi-indignée;mi_indigné;ADJ
mi-indigène;mi_indigène;ADJ
mi-indulgent;mi_indulgent;ADJ
mi-inquiète;mi_inquiet;ADJ
mi-ironique;mi_ironique;ADJ
mi-ironiques;mi_ironique;ADJ
mi-jambe;mi_jambe;NOM
mi-jambes;mi_jambe;NOM
mi-janvier;mi_janvier;NOM
mi-jaune;mi_jaune;ADJ
mi-jaunes;mi_jaune;ADJ
mi-jersey;mi_jersey;NOM
mi-joue;mi_joue;NOM
mi-jour;mi_jour;NOM
mi-journée;mi_journée;NOM
mi-juif;mi_juif;NOM
mi-juillet;mi_juillet;NOM
mi-juin;mi_juin;NOM
mi-laiton;mi_laiton;NOM
mi-lent;mi_lent;ADJ
mi-londrès;mi_londrès;NOM
mi-longs;mi_longs;NOM
mi-longueur;mi_longueur;NOM
mi-lourd;mi_lourd;ADJ
mi-machine;mi_machine;NOM
mi-machines;mi_machine;NOM
mi-mai;mi_mai;NOM
mi-mao;mi_mao;NOM
mi-marchande;mi_marchande;NOM
mi-mars;mi_mars;NOM
mi-marécages;mi_marécage;NOM
mi-menaçante;mi_menaçant;ADJ
mi-meublé;mi_meublé;NOM
mi-mexicain;mi_mexicain;NOM
mi-miel;mi_miel;ADJ
mi-mollet;mi_mollet;NOM
mi-mollets;mi_mollets;NOM
mi-mondaine;mi_mondaine;NOM
mi-moqueur;mi_moqueur;NOM
mi-mot;mi_mot;NOM
mi-mots;mi_mot;NOM
mi-mouton;mi_mouton;NOM
mi-moyen;mi_moyen;ADJ
mi-moyens;mi_moyen;ADJ
mi-métal;mi_métal;NOM
mi-narquoise;mi_narquoise;ADJ
mi-noir;mi_noir;NOM
mi-novembre;mi_novembre;NOM
mi-nuit;mi_nuit;NOM
mi-obscure;mi_obscur;ADJ
mi-octobre;mi_octobre;NOM
mi-officiel;mi_officiel;NOM
mi-ogre;mi_ogre;NOM
mi-oiseau;mi_oiseau;NOM
mi-oriental;mi_oriental;NOM
mi-parcours;mi_parcours;NOM
mi-partie;mi_parti;ADJ
mi-pathétique;mi_pathétique;ADJ
mi-patio;mi_patio;NOM
mi-patois;mi_patois;NOM
mi-peau;mi_peau;NOM
mi-pelouse;mi_pelouse;NOM
mi-pensées;mi_pensée;NOM
mi-pente;mi_pente;NOM
mi-pierre;mi_pierre;NOM
mi-pincé;mi_pincé;ADJ
mi-plaintif;mi_plaintif;ADJ
mi-plaisant;mi_plaisant;NOM
mi-pleurant;mi_pleurant;NOM
mi-pleurnichard;mi_pleurnichard;NOM
mi-plombiers;mi_plombier;NOM
mi-poisson;mi_poisson;NOM
mi-poitrine;mi_poitrine;NOM
mi-porcine;mi_porcine;NOM
mi-portugaise;mi_portugaise;NOM
mi-porté;mi_porté;NOM
mi-poucet;mi_poucet;NOM
mi-poulet;mi_poulet;NOM
mi-prestidigitateur;mi_prestidigitateur;NOM
mi-promenoir;mi_promenoir;NOM
mi-protecteur;mi_protecteur;NOM
mi-putain;mi_putain;NOM
mi-pêcheurs;mi_pêcheur;NOM
mi-rageur;mi_rageur;ADJ
mi-raide;mi_raide;ADJ
mi-railleur;mi_railleur;NOM
mi-raisin;mi_raisin;NOM
mi-renaissance;mi_renaissance;NOM
mi-respectueuse;mi_respectueux;ADJ
mi-riant;mi_riant;ADJ
mi-rose;mi_rose;NOM
mi-roulotte;mi_roulotte;NOM
mi-route;mi_route;NOM
mi-russe;mi_russe;ADJ
mi-réalité;mi_réalité;NOM
mi-régime;mi_régime;NOM
mi-réprobateur;mi_réprobateur;ADJ
mi-résigné;mi_résigné;NOM
mi-saison;mi_saison;NOM
mi-salade;mi_salade;NOM
mi-salaire;mi_salaire;NOM
mi-samoan;mi_samoan;ADJ
mi-sanglotant;mi_sanglotant;ADJ
mi-satin;mi_satin;NOM
mi-satisfait;mi_satisfait;ADJ
mi-sceptique;mi_sceptique;ADJ
mi-scientifiques;mi_scientifique;ADJ
mi-secours;mi_secours;NOM
mi-seigneur;mi_seigneur;NOM
mi-sel;mi_sel;NOM
mi-septembre;mi_septembre;NOM
mi-sidérée;mi_sidéré;ADJ
mi-singe;mi_singe;NOM
mi-sombre;mi_sombre;ADJ
mi-sommet;mi_sommet;NOM
mi-songe;mi_songe;NOM
mi-souriant;mi_souriant;ADJ
mi-souriante;mi_souriant;ADJ
mi-suisse;mi_suisse;ADJ
mi-série;mi_série;NOM
mi-sérieux;mi_sérieux;ADJ
mi-tantouse;mi_tantouse;NOM
mi-tendre;mi_tendre;NOM
mi-terrorisé;mi_terrorisé;ADJ
mi-timide;mi_timide;ADJ
mi-tortue;mi_tortue;ADJ
mi-tour;mi_tour;NOM
mi-tout;mi_tout;NOM
mi-tragique;mi_tragique;ADJ
mi-trimestre;mi_trimestre;NOM
mi-velours;mi_velours;NOM
mi-verre;mi_verre;NOM
mi-vie;mi_vie;NOM
mi-voix;mi_voix;NOM
mi-voluptueux;mi_voluptueux;ADJ
mi-vrais;mi_vrais;NOM
mi-végétal;mi_végétal;NOM
mi-vénitien;mi_vénitien;NOM
mi-épaule;mi_épaule;NOM
mi-étage;mi_étage;NOM
mi-étendue;mi_étendue;NOM
mi-étonné;mi_étonné;ADJ
mi-étudiant;mi_étudiant;NOM
mi-été;mi_été;NOM
mi-éveillée;mi_éveillé;ADJ
miam-miam;miam_miam;ONO
micro-cravate;micro_cravate;NOM
micro-onde;micro_onde;NOM
micro-ondes;micro_ondes;NOM
micro-ordinateur;micro_ordinateur;NOM
micro-ordinateurs;micro_ordinateur;NOM
micro-organisme;micro_organisme;NOM
micro-trottoir;micro_trottoir;NOM
middle class;middle_class;NOM
middle-west;middle_west;NOM
mieux-vivre;mieux_vivre;NOM
mieux-être;mieux_être;NOM
militaro-industriel;militaro_industriel;ADJ
militaro-industrielle;militaro_industriel;ADJ
milk shake;milk_shake;NOM
milk-bar;milk_bar;NOM
milk-bars;milk_bar;NOM
milk-shake;milk_shake;NOM
milk-shakes;milk_shake;NOM
mille-feuille;mille_feuille;NOM
mille-feuilles;mille_feuille;NOM
mille-pattes;mille_pattes;NOM
mini-chaîne;mini_chaîne;NOM
mini-jupe;mini_jupe;NOM
mini-jupes;mini_jupe;NOM
mini-ordinateur;mini_ordinateur;NOM
minus habens;minus_habens;NOM
mission-suicide;mission_suicide;NOM
mobil-home;mobil_home;NOM
modern style;modern_style;NOM
modern-style;modern_style;NOM
modus operandi;modus_operandi;NOM
modus vivendi;modus_vivendi;NOM
moi-moi-moi;moi_moi_moi;NOM
moi-même;moi_même;PRO:per
moissonneuse-batteuse;moissonneuse_batteuse;NOM
moissonneuse-lieuse;moissonneuse_lieuse;NOM
moissonneuses-batteuses;moissonneuse_batteuse;NOM
moissonneuses-lieuses;moissonneuse_lieuse;NOM
moitié-moitié;moitié_moitié;ADV
moment-clé;moment_clé;NOM
moments-clés;moments_clé;NOM
monnaie-du-pape;monnaie_du_pape;NOM
monnaies-du-pape;monnaies_du_pape;NOM
mont-blanc;mont_blanc;NOM
mont-de-piété;mont_de_piété;NOM
monte-charge;monte_charge;NOM
monte-charges;monte_charges;NOM
monte-en-l'air;monte_en_l_air;NOM
monte-plat;monte_plat;NOM
monte-plats;monte_plats;NOM
montre-bracelet;montre_bracelet;NOM
montre-gousset;montre_gousset;NOM
montre-la-moi;montre_la_moi;NOM
montres-bracelets;montre_bracelet;NOM
monts-blancs;mont_blanc;NOM
mort-aux-rats;mort_aux_rats;NOM
mort-né;mort_né;ADJ
mort-née;mort_né;ADJ
mort-nées;mort_né;ADJ
mort-nés;mort_né;ADJ
mort-vivant;mort_vivant;NOM
morte-saison;morte_saison;NOM
mortes-eaux;mortes_eaux;NOM
mortes-saisons;morte_saison;NOM
morts-vivants;mort_vivant;NOM
mot-clé;mot_clé;NOM
mot-valise;mot_valise;NOM
moteur-fusée;moteur_fusée;NOM
moteurs-fusées;moteur_fusée;NOM
moto-club;moto_club;NOM
moto-cross;moto_cross;NOM
mots-clefs;mot_clef;NOM
mots-clés;mot_clé;NOM
mots-croisés;mots_croisés;NOM
motu proprio;motu_proprio;ADV
moulin-à-vent;moulin_à_vent;NOM
moyen-oriental;moyen_oriental;ADJ
moyen-orientaux;moyen_orientaux;ADJ
moyen-âge;moyen_âge;NOM
multi-tâches;multi_tâches;ADJ
musettes-repas;musette_repas;NOM
music hall;music_hall;NOM
music-hall;music_hall;NOM
music-halls;music_hall;NOM
mutatis mutandis;mutatis_mutandis;ADV
mère-grand;mère_grand;NOM
mère-patrie;mère_patrie;NOM
médecin-chef;médecin_chef;NOM
médecin-conseil;médecin_conseil;NOM
médecin-général;médecin_général;NOM
médecin-major;médecin_major;NOM
médecine-ball;médecine_ball;NOM
médico-légal;médico_légal;ADJ
médico-légale;médico_légal;ADJ
médico-légales;médico_légal;ADJ
médico-légaux;médico_légal;ADJ
médico-psychologique;médico_psychologique;ADJ
médico-social;médico_social;ADJ
méli-mélo;méli_mélo;NOM
mélis-mélos;méli_mélo;NOM
mêle-tout;mêle_tout;NOM
mêlé-cass;mêlé_cass;NOM
mêlé-casse;mêlé_casse;NOM
n'est-ce pas;n_est_ce_pas;ADV
narco-analyse;narco_analyse;NOM
national-socialisme;national_socialisme;NOM
national-socialiste;national_socialiste;ADJ
nationale-socialiste;nationale_socialiste;ADJ
nationaux-socialistes;nationaux_socialistes;ADJ
navire-citerne;navire_citerne;NOM
navire-hôpital;navire_hôpital;NOM
navires-citernes;navire_citerne;NOM
navires-écoles;navire_école;NOM
ne varietur;ne_varietur;ADV
negro spiritual;negro_spiritual;NOM
negro spirituals;negro_spiritual;NOM
new wave;new_wave;NOM
new-yorkais;new_yorkais;ADJ
new-yorkaise;new_yorkais;ADJ
new-yorkaises;new_yorkais;ADJ
nid-de-poule;nid_de_poule;NOM
nids-de-poule;nid_de_poule;NOM
night club;night_club;NOM
night-club;night_club;NOM
night-clubs;night_club;NOM
nihil obstat;nihil_obstat;ADV
nimbo-stratus;nimbo_stratus;NOM
no man's land;no_man_s_land;NOM
non troppo;non_troppo;ADV
non-agression;non_agression;NOM
non-alignement;non_alignement;NOM
non-alignés;non_aligné;ADJ
non-amour;non_amour;NOM
non-appartenance;non_appartenance;NOM
non-assistance;non_assistance;NOM
non-blanc;non_blanc;NOM
non-blancs;non_blanc;NOM
non-combattant;non_combattant;ADJ
non-combattant;non_combattant;NOM
non-combattants;non_combattant;ADJ
non-comparution;non_comparution;NOM
non-concurrence;non_concurrence;NOM
non-conformisme;non_conformisme;NOM
non-conformiste;non_conformiste;ADJ
non-conformistes;non_conformiste;ADJ
non-conformité;non_conformité;NOM
non-consommation;non_consommation;NOM
non-croyance;non_croyance;NOM
non-croyant;non_croyant;NOM
non-croyants;non_croyant;NOM
non-culpabilité;non_culpabilité;NOM
non-dit;non_dit;NOM
non-dits;non_dit;NOM
non-droit;non_droit;NOM
non-existence;non_existence;NOM
non-ferreux;non_ferreux;NOM
non-fumeur;non_fumeur;ADJ
non-fumeurs;non_fumeurs;ADJ
non-initié;non_initié;NOM
non-initiés;non_initié;NOM
non-intervention;non_intervention;NOM
non-lieu;non_lieu;NOM
non-lieux;non_lieux;NOM
non-malades;non_malade;NOM
non-paiement;non_paiement;NOM
non-participation;non_participation;NOM
non-pesanteur;non_pesanteur;NOM
non-prolifération;non_prolifération;NOM
non-présence;non_présence;NOM
non-recevoir;non_recevoir;NOM
non-représentation;non_représentation;NOM
non-respect;non_respect;NOM
non-retour;non_retour;NOM
non-résistance;non_résistance;NOM
non-savoir;non_savoir;NOM
non-sens;non_sens;NOM
non-spécialiste;non_spécialiste;NOM
non-spécialistes;non_spécialiste;NOM
non-stop;non_stop;ADJ
non-séparation;non_séparation;NOM
non-utilisation;non_utilisation;NOM
non-vie;non_vie;NOM
non-violence;non_violence;NOM
non-violent;non_violent;ADJ
non-violente;non_violent;ADJ
non-violents;non_violent;ADJ
non-vouloir;non_vouloir;NOM
non-voyant;non_voyant;NOM
non-voyante;non_voyant;NOM
non-voyants;non_voyant;NOM
non-événement;non_événement;NOM
non-être;non_être;NOM
nonante-huit;nonante_huit;ADJ:num
nord-africain;nord_africain;ADJ
nord-africaine;nord_africain;ADJ
nord-africaines;nord_africain;ADJ
nord-africains;nord_africain;ADJ
nord-américain;nord_américain;ADJ
nord-américaine;nord_américain;ADJ
nord-américains;nord_américain;NOM
nord-coréen;nord_coréen;ADJ
nord-coréenne;nord_coréen;ADJ
nord-coréennes;nord_coréen;ADJ
nord-coréens;nord_coréen;NOM
nord-est;nord_est;NOM
nord-nord-est;nord_nord_est;NOM
nord-ouest;nord_ouest;NOM
nord-sud;nord_sud;ADJ
nord-vietnamien;nord_vietnamien;ADJ
nord-vietnamienne;nord_vietnamien;ADJ
nord-vietnamiens;nord_vietnamien;NOM
nota bene;nota_bene;ADV
notre-dame;notre_dame;NOM
nous-même;nous_même;PRO:per
nous-mêmes;nous_mêmes;PRO:per
nouveau-né;nouveau_né;NOM
nouveau-nés;nouveau_né;NOM
nouveaux-nés;nouveau_né;NOM
nu-propriétaire;nu_propriétaire;NOM
nu-tête;nu_tête;ADJ
nue-propriété;nue_propriété;NOM
numerus clausus;numerus_clausus;NOM
nuoc-mâm;nuoc_mâm;NOM
néo-barbares;néo_barbare;ADJ
néo-classique;néo_classique;ADJ
néo-colonialisme;néo_colonialisme;NOM
néo-communiste;néo_communiste;ADJ
néo-fascisme;néo_fascisme;NOM
néo-fascistes;néo_fasciste;ADJ
néo-fascistes;néo_fasciste;NOM
néo-figuration;néo_figuration;NOM
néo-flics;néo_flic;NOM
néo-gangster;néo_gangster;NOM
néo-gothique;néo_gothique;ADJ
néo-gothiques;néo_gothique;ADJ
néo-grec;néo_grec;ADJ
néo-helléniques;néo_hellénique;ADJ
néo-malthusianisme;néo_malthusianisme;NOM
néo-mauresque;néo_mauresque;ADJ
néo-mauresques;néo_mauresque;ADJ
néo-mouvement;néo_mouvement;NOM
néo-renaissant;néo_renaissant;ADJ
néo-romantique;néo_romantique;ADJ
néo-russe;néo_russe;ADJ
néo-réalisme;néo_réalisme;NOM
néo-réaliste;néo_réaliste;ADJ
néo-réalistes;néo_réaliste;ADJ
néo-zélandais;néo_zélandais;ADJ
néo-zélandaise;néo_zélandais;ADJ
oeil-de-boeuf;oeil_de_boeuf;NOM
oeils-de-boeuf;oeil_de_boeuf;NOM
oeils-de-perdrix;oeil_de_perdrix;NOM
off-shore;off_shore;NOM
oiseau-clé;oiseau_clé;NOM
oiseau-lyre;oiseau_lyre;NOM
oiseau-mouche;oiseau_mouche;NOM
oiseau-vedette;oiseau_vedette;NOM
oiseaux-mouches;oiseau_mouche;NOM
oligo-éléments;oligo_élément;NOM
olla podrida;olla_podrida;NOM
olé-olé;olé_olé;ADJ
on-dit;on_dit;NOM
on-line;on_line;ADV
one-step;one_step;NOM
opéra-comique;opéra_comique;NOM
opération-miracle;opération_miracle;NOM
orang-outan;orang_outan;NOM
orang-outang;orang_outang;NOM
orangs-outangs;orang_outang;NOM
orangs-outans;orang_outan;NOM
osso buco;osso_buco;NOM
oto rhino;oto_rhino;NOM
oto-rhino;oto_rhino;NOM
oto-rhino-laryngologique;oto_rhino_laryngologique;ADJ
oto-rhino-laryngologiste;oto_rhino_laryngologiste;NOM
oto-rhinos;oto_rhino;NOM
ouest-allemand;ouest_allemand;ADJ
oui-da;oui_da;ONO
outre-atlantique;outre_atlantique;ADV
outre-manche;outre_manche;ADV
outre-mer;outre_mer;ADV
outre-rhin;outre_rhin;ADV
outre-tombe;outre_tombe;ADJ
ouvre-bouteille;ouvre_bouteille;NOM
ouvre-bouteilles;ouvre_bouteille;NOM
ouvre-boîte;ouvre_boîte;NOM
ouvre-boîtes;ouvre_boîtes;NOM
ouï-dire;ouï_dire;NOM
palma-christi;palma_christi;NOM
pan bagnat;pan_bagnat;NOM
panier-repas;panier_repas;NOM
panneau-réclame;panneau_réclame;NOM
papa-cadeau;papa_cadeau;NOM
papier-cadeau;papier_cadeau;NOM
papier-monnaie;papier_monnaie;NOM
papiers-calque;papier_calque;NOM
paquet-cadeau;paquet_cadeau;NOM
paquets-cadeaux;paquets_cadeaux;NOM
par mégarde;par_mégarde;ADV
par-ci;par_ci;ADV
par-dedans;par_dedans;PRE
par-delà;par_delà;PRE
par-derrière;par_derrière;PRE
par-dessous;par_dessous;PRE
par-dessus;par_dessus;PRE
par-devant;par_devant;PRE
par-devers;par_devers;PRE
para-humain;para_humain;NOM
parce qu;parce_que;CON
parce que;parce_que;CON
pare-balle;pare_balle;ADJ
pare-balles;pare_balles;ADJ
pare-boue;pare_boue;NOM
pare-brise;pare_brise;NOM
pare-brises;pare_brise;NOM
pare-chocs;pare_chocs;NOM
pare-feu;pare_feu;NOM
pare-feux;pare_feux;NOM
pare-soleil;pare_soleil;NOM
pare-éclats;pare_éclats;NOM
pare-étincelles;pare_étincelles;NOM
paris-brest;paris_brest;NOM
part time;part_time;NOM
partenaire-robot;partenaire_robot;NOM
pas-de-porte;pas_de_porte;NOM
pas-je;pas_je;ADV
